Div,Material,Material Descripti,Program short,Sparte / Secteur d,Planif. Type,MRP Controller,Prod. Sched,GAc / Purchasing,Purchase Organis,Accountable L1,Accountable L2,Accountable L3,Responsible L1,Responsible L2,Responsible L3,Availability,Profit Center,PUP/PMP,STD Price,Par,MonthlyConsum,Minimum Lot Size,Supply Type,Finance Classific,No Need Flag,Strategic ?,Status Safety,Safety Stock Target,Safety Stock Target,Stock Quantity,Stock Value (EUR),Good Stock (EUR),Bad Stock (EUR),Needs in the past Qty,Needs in the past EUR,Needs <3 mths Qty,Needs <3 mths EUR,Needs 3-5 mths Qty,Needs 3-5 mths EUR,Needs 5-12 mths Qty,Needs 5-12 mths EUR,Needs 12-24 mths Qty,Needs 12-24 mths EUR,Needs >24 mths Qty,Needs >24 mths EUR,Safety Stock - Fill Qty,Safety Stock - Fill EUR,Safety Stock - Mis Qty,Safety Stock - Mis EUR,No Need / Conso Qty,No Need / Conso EUR,No Need / No Con Qty,No Need / No Con EUR,Needs in the past Qty 2,Needs in the past EUR 2,Needs <3 month Qty,Needs <3 month EUR,Needs 3-5 month Qty,Needs 3-5 month EUR,Needs 5-12 month Qty,Needs 5-12 month EUR,Needs 12-24 month Qty,Needs 12-24 month EUR,Needs >24 month Qty,Needs >24 month EUR,Excess (Qty),Excess (EUR),No Plan (Qty),No Plan (EUR),Coverage [months],Factory,Plant
02,MAT-1042,Cooling fan,PROG-B,CHEM,VB,B06,SCHED-6,GAC-2,ORG-FR,Ops,Planning,Buyer,Planner B,Lead F,Team 2,Available,PC-200,PMP,188.0,14,1,500,Transfer,C,X,Yes,OK,160,160,692,130096.0,130096.0,0.0,0,0.0,2,376.0,1,188.0,3,564.0,4,752.0,138,25944.0,115,21620.0,45,8460.0,173,32524.0,0,0.0,0,0.0,2,376.0,1,188.0,3,564.0,4,752.0,138,25944.0,0,0.0,0,0.0,692.0,,PLANT-03
03,MAT-1043,Filter cartridge,PROG-C,MECH,ND,C07,SCHED-1,GAC-3,ORG-CZ,Ops,Planning,Buyer,Planner C,Lead A,Team 3,Available,PC-300,PMP,260.0,1,2,10,Buy,A,,No,OK,10,10,729,189540.0,189540.0,0.0,0,0.0,4,1040.0,2,520.0,6,1560.0,8,2080.0,145,37700.0,10,2600.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1040.0,2,520.0,6,1560.0,8,2080.0,145,37700.0,0,0.0,0,0.0,364.5,,PLANT-04
04,MAT-1044,Gear wheel,PROG-D,ELEC,V1,D08,SCHED-2,GAC-4,ORG-PL,Ops,Planning,Buyer,Planner D,Lead B,Team 4,Blocked,PC-400,PMP,315.0,2,4,20,Make,B,,Yes,Critical,20,20,766,241290.0,193095.0,48195.0,1,315.0,8,2520.0,4,1260.0,12,3780.0,16,5040.0,0,0.0,20,6300.0,0,0.0,0,0.0,0,0.0,1,315.0,8,2520.0,4,1260.0,12,3780.0,16,5040.0,0,0.0,0,0.0,0,0.0,191.5,,PLANT-01
01,MAT-1045,Pressure sensor,PROG-E,SPARE,PD,E09,SCHED-3,GAC-5,ORG-DE,Ops,Planning,Buyer,Planner E,Lead C,Team 5,Available,PC-500,PMP,410.0,3,8,25,Transfer,C,X,No,Review,35,35,803,329230.0,329230.0,,2,820.0,16,6560.0,8,3280.0,24,9840.0,32,13120.0,0,0.0,35,14350.0,0,0.0,0,,133,,2,820.0,16,6560.0,8,3280.0,24,9840.0,32,13120.0,0,0.0,267,,0,,100.4,,PLANT-02
02,MAT-1046,Mounting plate,PROG-F,HYD,VB,F01,SCHED-4,GAC-1,ORG-FR,Ops,Planning,Buyer,Planner F,Lead D,Team 1,Available,PC-600,PMP,4.8,4,12,50,Buy,A,,Yes,OK,50,50,840,4032.0,4032.0,0.0,4,19.2,24,115.2,12,57.6,36,172.8,48,230.4,0,0.0,50,240.0,0,0.0,0,0.0,0,0.0,4,19.2,24,115.2,12,57.6,36,172.8,48,230.4,0,0.0,0,0.0,0,0.0,70.0,,PLANT-03
03,MAT-1047,Hydraulic hose,PROG-G,PACK,ND,G02,SCHED-5,GAC-2,ORG-CZ,Ops,Planning,Buyer,Planner G,Lead E,Team 2,Available,PC-700,PMP,9.6,5,18,100,Make,B,,No,OK,80,80,877,8419.2,8419.2,0.0,6,57.6,36,345.6,18,172.8,54,518.4,72,691.2,0,0.0,80,768.0,0,0.0,0,0.0,0,0.0,6,57.6,36,345.6,18,172.8,54,518.4,72,691.2,0,0.0,0,0.0,0,0.0,48.7,,PLANT-04
04,MAT-1048,Connector kit,PROG-H,CHEM,V1,H03,SCHED-6,GAC-3,ORG-PL,Ops,Planning,Buyer,Planner H,Lead F,Team 3,Available,PC-800,PMP,12.5,6,25,250,Transfer,C,,Yes,OK,120,120,54,675.0,675.0,0.0,8,100.0,50,625.0,25,312.5,75,937.5,100,1250.0,0,0.0,9,112.5,111,1387.5,0,0.0,0,0.0,8,100.0,50,625.0,25,312.5,75,937.5,100,1250.0,0,0.0,0,0.0,0,0.0,2.2,,PLANT-01
01,MAT-1049,Packaging insert,PROG-A,MECH,PD,A04,SCHED-1,GAC-4,ORG-DE,Ops,Planning,Buyer,Planner A,Lead A,Team 4,Available,PC-100,PMP,18.4,7,34,500,Buy,A,X,No,OK,160,160,91,1674.4,1674.4,0.0,11,202.4,68,1251.2,34,625.6,102,1876.8,136,2502.4,0,0.0,15,276.0,145,2668.0,22,404.8,0,0.0,11,202.4,68,1251.2,34,625.6,102,1876.8,136,2502.4,0,0.0,0,0.0,0,0.0,2.7,,PLANT-02
02,MAT-1050,Motor housing,PROG-B,ELEC,VB,B05,SCHED-2,GAC-5,ORG-FR,Ops,Planning,Buyer,Planner B,Lead B,Team 5,Available,PC-200,PMP,24.0,8,48,10,Make,B,,Yes,Review,10,10,128,3072.0,3072.0,0.0,16,384.0,96,2304.0,48,1152.0,144,3456.0,192,4608.0,0,0.0,10,240.0,0,0.0,0,0.0,0,0.0,16,384.0,96,2304.0,48,1152.0,144,3456.0,192,4608.0,0,0.0,42,1008.0,0,0.0,2.7,,PLANT-03
03,MAT-1051,Relay module,PROG-C,SPARE,ND,C06,SCHED-3,GAC-1,ORG-CZ,Ops,Planning,Buyer,Planner C,Lead C,Team 1,Available,PC-300,PMP,31.5,9,0,20,Transfer,C,,No,OK,20,20,165,5197.5,5197.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33,1039.5,20,630.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33,1039.5,0,0.0,0,0.0,999,,PLANT-04
04,MAT-1052,Shaft collar,PROG-D,HYD,V1,D07,SCHED-4,GAC-2,ORG-PL,Ops,Planning,Buyer,Planner D,Lead D,Team 2,Low,PC-400,PMP,44.0,10,1,25,Buy,A,,Yes,OK,35,35,202,8888.0,8888.0,0.0,0,0.0,2,88.0,1,44.0,3,132.0,4,176.0,40,1760.0,33,1452.0,2,88.0,0,0.0,0,0.0,0,0.0,2,88.0,1,44.0,3,132.0,4,176.0,40,1760.0,0,0.0,25,1100.0,202.0,,PLANT-01
01,MAT-1053,O-ring set,PROG-E,PACK,PD,E08,SCHED-5,GAC-3,ORG-DE,Ops,Planning,Buyer,Planner E,Lead E,Team 3,Available,PC-500,PMP,51.0,11,2,50,Make,B,,No,OK,50,50,239,12189.0,12189.0,0.0,0,0.0,4,204.0,2,102.0,6,306.0,8,408.0,47,2397.0,39,1989.0,11,561.0,0,0.0,0,0.0,0,0.0,4,204.0,2,102.0,6,306.0,8,408.0,47,2397.0,0,0.0,0,0.0,119.5,,PLANT-02
02,MAT-1054,Terminal block,PROG-F,CHEM,VB,F09,SCHED-6,GAC-4,ORG-FR,Ops,Planning,Buyer,Planner F,Lead F,Team 4,Available,PC-600,PMP,78.5,12,4,100,Transfer,C,X,Yes,OK,80,80,276,21666.0,21666.0,0.0,1,78.5,8,628.0,4,314.0,12,942.0,16,1256.0,0,0.0,46,3611.0,34,2669.0,0,0.0,46,3611.0,1,78.5,8,628.0,4,314.0,12,942.0,16,1256.0,0,0.0,0,0.0,0,0.0,69.0,,PLANT-03
03,MAT-1055,Flow meter,PROG-G,MECH,ND,G01,SCHED-1,GAC-5,ORG-CZ,Ops,Planning,Buyer,Planner G,Lead A,Team 5,Blocked,PC-700,PMP,96.0,13,8,250,Buy,A,,No,Review,120,120,313,30048.0,24096.0,5952.0,2,192.0,16,1536.0,8,768.0,24,2304.0,32,3072.0,0,0.0,52,4992.0,68,6528.0,0,0.0,0,0.0,2,192.0,16,1536.0,8,768.0,24,2304.0,32,3072.0,0,0.0,104,9984.0,0,0.0,39.1,,PLANT-04
04,MAT-1056,Actuator arm,PROG-H,ELEC,V1,H02,SCHED-2,GAC-1,ORG-PL,Ops,Planning,Buyer,Planner H,Lead B,Team 1,Available,PC-800,PMP,142.0,14,12,500,Make,B,X,Yes,OK,160,160,350,abc,49700.0,0.0,4,568.0,24,3408.0,12,1704.0,36,5112.0,48,6816.0,0,0.0,58,8236.0,102,14484.0,87,12354.0,0,0.0,4,568.0,24,3408.0,12,1704.0,36,5112.0,48,6816.0,0,0.0,0,0.0,0,0.0,29.2,,PLANT-01
01,MAT-1057,Insulation cover,PROG-A,SPARE,PD,A03,SCHED-3,GAC-2,ORG-DE,Ops,Planning,Buyer,Planner A,Lead C,Team 2,Available,PC-100,PMP,188.0,1,18,10,Transfer,C,,No,OK,10,10,387,72756.0,72756.0,0.0,6,1128.0,36,6768.0,18,3384.0,54,10152.0,72,13536.0,0,0.0,10,1880.0,0,0.0,0,0.0,0,0.0,6,1128.0,36,6768.0,18,3384.0,54,10152.0,72,13536.0,0,0.0,0,0.0,0,0.0,21.5,,PLANT-02
02,MAT-1058,Guide rail,PROG-B,HYD,VB,B04,SCHED-4,GAC-3,ORG-FR,Ops,Planning,Buyer,Planner B,Lead D,Team 3,Available,PC-200,PMP,260.0,2,25,20,Buy,A,,Yes,OK,20,20,424,110240.0,110240.0,0.0,8,2080.0,50,13000.0,25,6500.0,75,19500.0,100,26000.0,0,0.0,20,5200.0,0,0.0,0,0.0,0,0.0,8,2080.0,50,13000.0,25,6500.0,75,19500.0,100,26000.0,0,0.0,0,0.0,0,0.0,17.0,,PLANT-03
03,MAT-1059,Solenoid valve,PROG-C,PACK,ND,C05,SCHED-5,GAC-4,ORG-CZ,Ops,Planning,Buyer,Planner C,Lead E,Team 4,Available,PC-300,PMP,315.0,3,34,25,Make,B,,No,OK,35,35,461,145215.0,145215.0,0.0,11,3465.0,68,21420.0,34,10710.0,102,32130.0,136,42840.0,0,0.0,35,11025.0,0,0.0,0,0.0,0,0.0,11,3465.0,68,21420.0,34,10710.0,102,32130.0,136,42840.0,0,0.0,0,0.0,0,0.0,13.6,,PLANT-04
04,MAT-1060,Battery pack,PROG-D,CHEM,V1,D06,SCHED-6,GAC-5,ORG-PL,Ops,Planning,Buyer,Planner D,Lead F,Team 5,Available,PC-400,PMP,410.0,4,48,50,Transfer,C,,Yes,Review,50,50,498,204180.0,204180.0,0.0,16,6560.0,96,39360.0,48,19680.0,144,59040.0,192,78720.0,0,0.0,50,20500.0,0,0.0,0,0.0,0,0.0,16,6560.0,96,39360.0,48,19680.0,144,59040.0,192,78720.0,0,0.0,166,68060.0,0,0.0,10.4,,PLANT-01
01,MAT-1061,Housing assembly,PROG-E,MECH,PD,E07,SCHED-1,GAC-1,ORG-DE,Ops,Planning,Buyer,Planner E,Lead A,Team 1,Available,PC-500,PMP,4.8,5,0,100,Buy,A,,No,OK,80,80,535,2568.0,2568.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,107,513.6,80,384.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,107,513.6,0,0.0,0,0.0,999,,PLANT-02
02,MAT-1062,Control board,PROG-F,ELEC,VB,F08,SCHED-2,GAC-2,ORG-FR,Ops,Planning,Buyer,Planner F,Lead B,Team 2,Available,PC-600,PMP,9.6,6,1,250,Make,B,,Yes,OK,120,120,572,5491.2,5491.2,0.0,0,0.0,2,19.2,1,9.6,3,28.8,4,38.4,114,1094.4,95,912.0,25,240.0,0,0.0,0,0.0,0,0.0,2,19.2,1,9.6,3,28.8,4,38.4,114,1094.4,0,0.0,0,0.0,572.0,,PLANT-03
03,MAT-1063,Legacy bracket,PROG-G,SPARE,ND,G09,SCHED-3,GAC-3,ORG-CZ,Ops,Planning,Buyer,Planner G,Lead C,Team 3,Available,PC-700,PMP,12.5,7,2,500,Transfer,C,X,No,OK,160,160,609,7612.5,7612.5,0.0,0,0.0,4,50.0,2,25.0,6,75.0,8,100.0,121,1512.5,101,1262.5,59,737.5,152,1900.0,101,1262.5,0,0.0,4,50.0,2,25.0,6,75.0,8,100.0,121,1512.5,0,0.0,0,0.0,304.5,,PLANT-04
04,MAT-1064,Sensor module,PROG-H,HYD,V1,H01,SCHED-4,GAC-4,ORG-PL,Ops,Planning,Buyer,Planner H,Lead D,Team 4,Available,PC-800,PMP,18.4,8,4,10,Buy,A,,Yes,OK,10,10,646,11886.4,11886.4,0.0,1,18.4,8,147.2,4,73.6,12,220.8,16,294.4,0,0.0,10,184.0,0,0.0,0,0.0,0,0.0,1,18.4,8,147.2,4,73.6,12,220.8,16,294.4,0,0.0,0,0.0,0,0.0,161.5,,PLANT-01
01,MAT-1065,Precision bearing,PROG-A,PACK,PD,A02,SCHED-5,GAC-5,ORG-DE,Ops,Planning,Buyer,Planner A,Lead E,Team 5,Low,PC-100,PMP,24.0,9,8,20,Make,B,,No,Review,20,20,683,16392.0,16392.0,0.0,2,48.0,16,384.0,8,192.0,24,576.0,32,768.0,0,0.0,20,480.0,0,0.0,0,0.0,0,0.0,2,48.0,16,384.0,8,192.0,24,576.0,32,768.0,0,0.0,227,5448.0,85,2040.0,85.4,,PLANT-02
02,MAT-1066,Pump rotor,PROG-B,CHEM,VB,B03,SCHED-6,GAC-1,ORG-FR,Ops,Planning,Buyer,Planner B,Lead F,Team 1,Blocked,PC-200,PMP,31.5,10,12,25,Transfer,C,,Yes,Critical,35,35,720,22680.0,18144.0,4536.0,4,126.0,24,756.0,12,378.0,36,1134.0,48,1512.0,0,0.0,35,1102.5,0,0.0,0,0.0,0,0.0,4,126.0,24,756.0,12,378.0,36,1134.0,48,1512.0,0,0.0,0,-2500,0,0.0,60.0,,PLANT-03
03,MAT-1067,Valve body,PROG-C,MECH,ND,C04,SCHED-1,GAC-2,ORG-CZ,Ops,Planning,Buyer,Planner C,Lead A,Team 2,Available,PC-300,PMP,44.0,11,18,50,Buy,A,,No,OK,50,50,757,33308.0,33308.0,0.0,6,264.0,36,1584.0,18,792.0,54,2376.0,72,3168.0,0,0.0,50,2200.0,0,0.0,0,0.0,0,0.0,6,264.0,36,1584.0,18,792.0,54,2376.0,72,3168.0,0,0.0,0,0.0,0,0.0,42.1,,PLANT-04
04,MAT-1068,Seal kit,PROG-D,ELEC,V1,D05,SCHED-2,GAC-3,ORG-PL,Ops,Planning,Buyer,Planner D,Lead B,Team 3,Available,PC-400,PMP,51.0,12,25,100,Make,B,,Yes,OK,80,80,794,40494.0,40494.0,0.0,8,408.0,50,2550.0,25,1275.0,75,3825.0,100,5100.0,0,0.0,80,4080.0,0,0.0,0,0.0,0,0.0,8,408.0,50,2550.0,25,1275.0,75,3825.0,100,5100.0,0,0.0,0,0.0,0,0.0,31.8,,PLANT-01
01,MAT-1069,Drive belt,PROG-E,SPARE,PD,E06,SCHED-3,GAC-4,ORG-DE,Ops,Planning,Buyer,Planner E,Lead C,Team 4,Available,PC-500,PMP,78.5,13,34,250,Transfer,C,,No,OK,120,120,831,65233.5,65233.5,0.0,11,863.5,68,5338.0,34,2669.0,102,8007.0,136,10676.0,0,0.0,120,9420.0,0,0.0,0,0.0,0,0.0,11,863.5,68,5338.0,34,2669.0,102,8007.0,136,10676.0,0,0.0,0,0.0,0,0.0,24.4,,PLANT-02
02,MAT-1070,Display unit,PROG-F,HYD,VB,F07,SCHED-4,GAC-5,ORG-FR,Ops,Planning,Buyer,Planner F,Lead D,Team 5,Available,PC-600,PMP,96.0,14,48,500,Buy,A,X,Yes,Review,160,160,868,83328.0,83328.0,0.0,16,1536.0,96,9216.0,48,4608.0,144,13824.0,192,18432.0,0,0.0,144,13824.0,16,1536.0,217,20832.0,0,0.0,16,1536.0,96,9216.0,48,4608.0,144,13824.0,192,18432.0,0,0.0,289,27744.0,0,0.0,18.1,,PLANT-03
03,MAT-1071,Cable harness,PROG-G,PACK,ND,G08,SCHED-5,GAC-1,ORG-CZ,Ops,Planning,Buyer,Planner G,Lead E,Team 1,Available,PC-700,PMP,142.0,1,0,10,Make,B,,No,OK,10,10,45,6390.0,6390.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1278.0,7,994.0,3,426.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1278.0,0,0.0,0,0.0,999,,PLANT-04
04,MAT-1072,Cooling fan,PROG-H,CHEM,V1,H09,SCHED-6,GAC-2,ORG-PL,Ops,Planning,Buyer,Planner H,Lead F,Team 2,Available,PC-800,PMP,188.0,2,1,20,Transfer,C,X,Yes,OK,20,20,82,15416.0,15416.0,0.0,0,0.0,2,376.0,1,188.0,3,564.0,4,752.0,16,3008.0,13,2444.0,7,1316.0,0,0.0,13,2444.0,0,0.0,2,376.0,1,188.0,3,564.0,4,752.0,16,3008.0,0,0.0,0,0.0,82.0,,PLANT-01
01,MAT-1073,Filter cartridge,PROG-A,MECH,PD,A01,SCHED-1,GAC-3,ORG-DE,Ops,Planning,Buyer,Planner A,Lead A,Team 3,Available,PC-100,PMP,260.0,3,2,25,Buy,A,,No,OK,35,35,119,30940.0,30940.0,0.0,0,0.0,4,1040.0,2,520.0,6,1560.0,8,2080.0,23,5980.0,19,4940.0,16,4160.0,0,0.0,0,0.0,0,0.0,4,1040.0,2,520.0,6,1560.0,8,2080.0,23,5980.0,0,0.0,0,0.0,59.5,,PLANT-02
02,MAT-1074,Gear wheel,PROG-B,ELEC,VB,B02,SCHED-2,GAC-4,ORG-FR,Ops,Planning,Buyer,Planner B,Lead B,Team 4,Available,PC-200,PMP,315.0,4,4,50,Make,B,,Yes,OK,50,50,156,49140.0,49140.0,0.0,1,315.0,8,2520.0,4,1260.0,12,3780.0,16,5040.0,0,0.0,26,8190.0,24,7560.0,0,0.0,0,0.0,1,315.0,8,2520.0,4,1260.0,12,3780.0,16,5040.0,0,0.0,0,0.0,0,0.0,39.0,,PLANT-03
03,MAT-1075,Pressure sensor,PROG-C,SPARE,ND,C03,SCHED-3,GAC-5,ORG-CZ,Ops,Planning,Buyer,Planner C,Lead C,Team 5,Available,PC-300,PMP,410.0,5,8,100,Transfer,C,,No,Review,80,80,193,79130.0,79130.0,0.0,2,820.0,16,6560.0,8,3280.0,24,9840.0,32,13120.0,0,0.0,32,13120.0,48,19680.0,0,0.0,0,0.0,2,820.0,16,6560.0,8,3280.0,24,9840.0,32,13120.0,0,0.0,64,26240.0,0,0.0,24.1,,PLANT-04
04,---,Mounting plate,PROG-D,HYD,V1,D04,SCHED-4,GAC-1,ORG-PL,Ops,Planning,Buyer,Planner D,Lead D,Team 1,Available,PC-400,PMP,4.8,6,12,250,Buy,A,,Yes,OK,120,120,230,1104.0,1104.0,0.0,4,19.2,24,115.2,12,57.6,36,172.8,48,230.4,0,0.0,38,182.4,82,393.6,0,0.0,0,0.0,4,19.2,24,115.2,12,57.6,36,172.8,48,230.4,0,0.0,0,0.0,0,0.0,19.2,,
01,MAT-1077,Hydraulic hose,PROG-E,PACK,PD,E05,SCHED-5,GAC-2,ORG-DE,Ops,Planning,Buyer,Planner E,Lead E,Team 2,Blocked,PC-500,PMP,9.6,7,18,500,Make,B,X,No,Critical,160,160,267,2563.2,2054.4,508.8,6,57.6,36,345.6,18,172.8,54,518.4,72,691.2,0,0.0,44,422.4,116,1113.6,66,633.6,0,0.0,6,57.6,36,345.6,18,172.8,54,518.4,72,691.2,0,0.0,0,0.0,0,0.0,14.8,,PLANT-02
02,MAT-1078,Connector kit,PROG-F,CHEM,VB,F06,SCHED-6,GAC-3,ORG-FR,Ops,Planning,Buyer,Planner F,Lead F,Team 3,Low,PC-600,PMP,12.5,8,25,10,Transfer,C,,Yes,OK,10,10,304,3800.0,3800.0,0.0,8,100.0,50,625.0,25,312.5,75,937.5,100,1250.0,0,0.0,10,125.0,0,0.0,0,0.0,0,0.0,8,100.0,50,625.0,25,312.5,75,937.5,100,1250.0,0,0.0,0,0.0,38,475.0,12.2,,PLANT-03
03,MAT-1079,Packaging insert,PROG-G,MECH,ND,G07,SCHED-1,GAC-4,ORG-CZ,Ops,Planning,Buyer,Planner G,Lead A,Team 4,Available,PC-700,PMP,18.4,9,34,20,Buy,A,,No,OK,20,20,341,6274.4,6274.4,0.0,11,202.4,68,1251.2,34,625.6,102,1876.8,136,2502.4,0,0.0,20,368.0,0,0.0,0,0.0,0,0.0,11,202.4,68,1251.2,34,625.6,102,1876.8,136,2502.4,0,0.0,0,0.0,0,0.0,10.0,,PLANT-04
04,MAT-1080,Motor housing,PROG-H,ELEC,V1,H08,SCHED-2,GAC-5,ORG-PL,Ops,Planning,Buyer,Planner H,Lead B,Team 5,Available,PC-800,PMP,24.0,10,48,25,Make,B,,Yes,Review,35,35,378,9072.0,9072.0,0.0,16,384.0,96,2304.0,48,1152.0,144,3456.0,192,4608.0,0,0.0,35,840.0,0,0.0,0,0.0,0,0.0,16,384.0,96,2304.0,48,1152.0,144,3456.0,192,4608.0,0,0.0,126,3024.0,0,0.0,7.9,,PLANT-01
01,MAT-1081,Relay module,PROG-A,SPARE,PD,A09,SCHED-3,GAC-1,ORG-DE,Ops,Planning,Buyer,Planner A,Lead C,Team 1,Available,PC-100,PMP,31.5,11,0,50,Transfer,C,X,No,OK,50,50,415,13072.5,13072.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,83,2614.5,50,1575.0,0,0.0,0,0.0,69,2173.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,83,2614.5,0,0.0,0,0.0,999,,PLANT-02
02,MAT-1082,Shaft collar,PROG-B,HYD,VB,B01,SCHED-4,GAC-2,ORG-FR,Ops,Planning,Buyer,Planner B,Lead D,Team 2,Available,PC-200,PMP,44.0,12,1,100,Buy,A,,Yes,OK,80,80,452,19888.0,19888.0,0.0,0,0.0,2,88.0,1,44.0,3,132.0,4,176.0,90,3960.0,75,3300.0,5,220.0,0,0.0,0,0.0,0,0.0,2,88.0,1,44.0,3,132.0,4,176.0,90,3960.0,0,0.0,0,0.0,452.0,,PLANT-03
03,MAT-1083,O-ring set,PROG-C,PACK,ND,C02,SCHED-5,GAC-3,ORG-CZ,Ops,Planning,Buyer,Planner C,Lead E,Team 3,Available,PC-300,PMP,51.0,13,2,250,Make,B,,No,OK,120,120,489,24939.0,24939.0,0.0,0,0.0,4,204.0,2,102.0,6,306.0,8,408.0,97,4947.0,81,4131.0,39,1989.0,0,0.0,0,0.0,0,0.0,4,204.0,2,102.0,6,306.0,8,408.0,97,4947.0,0,0.0,0,0.0,244.5,,PLANT-04
04,MAT-1084,,PROG-D,CHEM,V1,D03,SCHED-6,GAC-4,ORG-PL,Ops,Planning,Buyer,Planner D,Lead F,Team 4,Available,PC-400,PMP,78.5,14,4,500,Transfer,C,X,Yes,OK,160,160,526,41291.0,41291.0,0.0,1,78.5,8,628.0,4,314.0,12,942.0,16,1256.0,0,0.0,87,6829.5,73,5730.5,131,10283.5,0,0.0,1,78.5,8,628.0,4,314.0,12,942.0,16,1256.0,0,0.0,0,0.0,0,0.0,131.5,,PLANT-01
01,MAT-1085,Flow meter,PROG-E,MECH,PD,E04,SCHED-1,GAC-5,ORG-DE,Ops,Planning,Buyer,Planner E,Lead A,Team 5,Available,PC-500,PMP,96.0,1,8,10,Buy,A,,No,Review,10,10,563,54048.0,54048.0,0.0,2,192.0,16,1536.0,8,768.0,24,2304.0,32,3072.0,0,0.0,10,960.0,0,0.0,0,0.0,0,0.0,2,192.0,16,1536.0,8,768.0,24,2304.0,32,3072.0,0,0.0,187,17952.0,0,0.0,70.4,,PLANT-02
02,MAT-1086,Actuator arm,PROG-F,ELEC,VB,F05,SCHED-2,GAC-1,ORG-FR,Ops,Planning,Buyer,Planner F,Lead B,Team 1,Available,PC-600,PMP,142.0,2,12,20,Make,B,,Yes,OK,20,20,600,85200.0,85200.0,0.0,4,568.0,24,3408.0,12,1704.0,36,5112.0,48,6816.0,0,0.0,20,2840.0,0,0.0,0,0.0,0,0.0,4,568.0,24,3408.0,12,1704.0,36,5112.0,48,6816.0,0,0.0,0,0.0,0,0.0,50.0,,PLANT-03
03,MAT-1087,Insulation cover,PROG-G,SPARE,ND,G06,SCHED-3,GAC-2,ORG-CZ,Ops,Planning,Buyer,Planner G,Lead C,Team 2,Available,PC-700,PMP,188.0,3,18,25,Transfer,C,,No,OK,35,35,637,119756.0,119756.0,0.0,6,1128.0,36,6768.0,18,3384.0,54,10152.0,72,13536.0,0,0.0,35,6580.0,0,0.0,0,0.0,0,0.0,6,1128.0,36,6768.0,18,3384.0,54,10152.0,72,13536.0,0,0.0,0,0.0,0,0.0,35.4,,PLANT-04
04,MAT-1088,Guide rail,PROG-H,HYD,V1,H07,SCHED-4,GAC-3,ORG-PL,Ops,Planning,Buyer,Planner H,Lead D,Team 3,Blocked,PC-800,PMP,260.0,4,25,50,Buy,A,,Yes,Critical,50,50,674,175240.0,140400.0,34840.0,8,2080.0,50,13000.0,25,6500.0,75,19500.0,100,26000.0,0,0.0,50,13000.0,0,0.0,0,0.0,0,0.0,8,2080.0,50,13000.0,25,6500.0,75,19500.0,100,26000.0,0,0.0,0,0.0,0,0.0,27.0,,PLANT-01
01,MAT-1089,Solenoid valve,PROG-A,PACK,PD,A08,SCHED-5,GAC-4,ORG-DE,Ops,Planning,Buyer,Planner A,Lead E,Team 4,Available,PC-100,PMP,315.0,5,34,100,Make,B,,No,OK,80,80,711,223965.0,223965.0,0.0,11,3465.0,68,21420.0,34,10710.0,102,32130.0,136,42840.0,0,0.0,80,25200.0,0,0.0,0,0.0,0,0.0,11,3465.0,68,21420.0,34,10710.0,102,32130.0,136,42840.0,0,0.0,0,0.0,0,0.0,20.9,,PLANT-02
02,MAT-1090,Battery pack,PROG-B,CHEM,VB,B09,SCHED-6,GAC-5,ORG-FR,Ops,Planning,Buyer,Planner B,Lead F,Team 5,Available,PC-200,PMP,410.0,6,48,250,Transfer,C,X,Yes,Review,120,120,748,306680.0,306680.0,0.0,16,6560.0,96,39360.0,48,19680.0,144,59040.0,192,78720.0,0,0.0,120,49200.0,0,0.0,0,0.0,124,50840.0,16,6560.0,96,39360.0,48,19680.0,144,59040.0,192,78720.0,0,0.0,249,102090.0,0,0.0,15.6,,PLANT-03
03,MAT-1091,Housing assembly,PROG-C,MECH,ND,C01,SCHED-1,GAC-1,ORG-CZ,Ops,Planning,Buyer,Planner C,Lead A,Team 1,Low,PC-300,PMP,4.8,7,0,500,Buy,A,X,No,OK,160,160,785,3768.0,3768.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,157,753.6,130,624.0,30,144.0,196,940.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,157,753.6,0,0.0,98,470.4,999,,PLANT-04
