material_id,plant,period,consumption_quantity,base_unit,movement_type,movement_count,storage_location,document_id,document_item
MAT-1002,PLANT-03,2025-02,100,EA,261,1,SYN-01,SYN-1002-006,0001
MAT-1002,PLANT-03,2025-03,100,EA,261,1,SYN-01,SYN-1002-007,0001
MAT-1002,PLANT-03,2025-04,100,EA,261,1,SYN-01,SYN-1002-008,0001
MAT-1002,PLANT-03,2025-05,100,EA,261,1,SYN-01,SYN-1002-009,0001
MAT-1002,PLANT-03,2025-06,100,EA,261,1,SYN-01,SYN-1002-010,0001
MAT-1002,PLANT-03,2025-07,100,EA,261,1,SYN-01,SYN-1002-011,0001
MAT-1002,PLANT-03,2025-08,100,EA,261,1,SYN-01,SYN-1002-012,0001
MAT-1002,PLANT-03,2025-09,100,EA,261,1,SYN-01,SYN-1002-013,0001
MAT-1002,PLANT-03,2025-10,100,EA,261,1,SYN-01,SYN-1002-014,0001
MAT-1002,PLANT-03,2025-11,100,EA,261,1,SYN-01,SYN-1002-015,0001
MAT-1002,PLANT-03,2025-12,100,EA,261,1,SYN-01,SYN-1002-016,0001
MAT-1002,PLANT-03,2026-01,100,EA,261,1,SYN-01,SYN-1002-017,0001
MAT-1002,PLANT-03,2026-02,100,EA,261,1,SYN-01,SYN-1002-018,0001
MAT-1002,PLANT-03,2026-03,100,EA,261,1,SYN-01,SYN-1002-019,0001
MAT-1002,PLANT-03,2026-04,100,EA,261,1,SYN-01,SYN-1002-020,0001
MAT-1002,PLANT-03,2026-05,100,EA,261,1,SYN-01,SYN-1002-021,0001
MAT-1002,PLANT-03,2026-06,100,EA,261,1,SYN-01,SYN-1002-022,0001
MAT-1002,PLANT-03,2026-07,100,EA,261,1,SYN-01,SYN-1002-023,0001
MAT-1002,PLANT-03,2026-08,100,EA,261,1,SYN-01,SYN-1002-024,0001
MAT-1003,PLANT-04,2024-09,100,EA,261,1,SYN-01,SYN-1003-001,0001
MAT-1003,PLANT-04,2024-10,100,EA,261,1,SYN-01,SYN-1003-002,0001
MAT-1003,PLANT-04,2024-11,100,EA,261,1,SYN-01,SYN-1003-003,0001
MAT-1003,PLANT-04,2024-12,100,EA,261,1,SYN-01,SYN-1003-004,0001
MAT-1003,PLANT-04,2025-01,100,EA,261,1,SYN-01,SYN-1003-005,0001
MAT-1003,PLANT-04,2025-02,100,EA,261,1,SYN-01,SYN-1003-006,0001
MAT-1003,PLANT-04,2025-03,100,EA,261,1,SYN-01,SYN-1003-007,0001
MAT-1003,PLANT-04,2025-04,100,EA,261,1,SYN-01,SYN-1003-008,0001
MAT-1003,PLANT-04,2025-05,100,EA,261,1,SYN-01,SYN-1003-009,0001
MAT-1003,PLANT-04,2025-06,100,EA,261,1,SYN-01,SYN-1003-010,0001
MAT-1003,PLANT-04,2025-07,100,EA,261,1,SYN-01,SYN-1003-011,0001
MAT-1003,PLANT-04,2025-08,100,EA,261,1,SYN-01,SYN-1003-012,0001
MAT-1003,PLANT-04,2025-09,100,EA,261,1,SYN-01,SYN-1003-013,0001
MAT-1003,PLANT-04,2025-10,100,EA,261,1,SYN-01,SYN-1003-014,0001
MAT-1003,PLANT-04,2025-11,100,EA,261,1,SYN-01,SYN-1003-015,0001
MAT-1003,PLANT-04,2025-12,100,EA,261,1,SYN-01,SYN-1003-016,0001
MAT-1003,PLANT-04,2026-01,100,EA,261,1,SYN-01,SYN-1003-017,0001
MAT-1003,PLANT-04,2026-02,100,EA,261,1,SYN-01,SYN-1003-018,0001
MAT-1003,PLANT-04,2026-03,100,EA,261,1,SYN-01,SYN-1003-019,0001
MAT-1003,PLANT-04,2026-04,100,EA,261,1,SYN-01,SYN-1003-020,0001
MAT-1003,PLANT-04,2026-05,100,EA,261,1,SYN-01,SYN-1003-021,0001
MAT-1003,PLANT-04,2026-06,100,EA,261,1,SYN-01,SYN-1003-022,0001
MAT-1003,PLANT-04,2026-07,100,EA,261,1,SYN-01,SYN-1003-023,0001
MAT-1003,PLANT-04,2026-08,100,EA,261,1,SYN-01,SYN-1003-024,0001
MAT-1004,PLANT-01,2024-09,100,EA,261,1,SYN-01,SYN-1004-001,0001
MAT-1004,PLANT-01,2024-10,100,EA,261,1,SYN-01,SYN-1004-002,0001
MAT-1004,PLANT-01,2024-11,100,EA,261,1,SYN-01,SYN-1004-003,0001
MAT-1004,PLANT-01,2024-12,100,EA,261,1,SYN-01,SYN-1004-004,0001
MAT-1004,PLANT-01,2025-01,100,EA,261,1,SYN-01,SYN-1004-005,0001
MAT-1004,PLANT-01,2025-02,100,EA,261,1,SYN-01,SYN-1004-006,0001
MAT-1004,PLANT-01,2025-03,100,EA,261,1,SYN-01,SYN-1004-007,0001
MAT-1004,PLANT-01,2025-04,100,EA,261,1,SYN-01,SYN-1004-008,0001
MAT-1004,PLANT-01,2025-05,100,EA,261,1,SYN-01,SYN-1004-009,0001
MAT-1004,PLANT-01,2025-06,100,EA,261,1,SYN-01,SYN-1004-010,0001
MAT-1004,PLANT-01,2025-07,100,EA,261,1,SYN-01,SYN-1004-011,0001
MAT-1004,PLANT-01,2025-08,100,EA,261,1,SYN-01,SYN-1004-012,0001
MAT-1004,PLANT-01,2025-09,100,EA,261,1,SYN-01,SYN-1004-013,0001
MAT-1004,PLANT-01,2025-10,100,EA,261,1,SYN-01,SYN-1004-014,0001
MAT-1004,PLANT-01,2025-11,100,EA,261,1,SYN-01,SYN-1004-015,0001
MAT-1004,PLANT-01,2025-12,100,EA,261,1,SYN-01,SYN-1004-016,0001
MAT-1004,PLANT-01,2026-01,100,EA,261,1,SYN-01,SYN-1004-017,0001
MAT-1004,PLANT-01,2026-02,100,EA,261,1,SYN-01,SYN-1004-018,0001
MAT-1004,PLANT-01,2026-03,100,EA,261,1,SYN-01,SYN-1004-019,0001
MAT-1004,PLANT-01,2026-04,100,EA,261,1,SYN-01,SYN-1004-020,0001
MAT-1004,PLANT-01,2026-05,100,EA,261,1,SYN-01,SYN-1004-021,0001
MAT-1004,PLANT-01,2026-06,100,EA,261,1,SYN-01,SYN-1004-022,0001
MAT-1004,PLANT-01,2026-07,100,EA,261,1,SYN-01,SYN-1004-023,0001
MAT-1004,PLANT-01,2026-08,100,EA,261,1,SYN-01,SYN-1004-024,0001
MAT-1005,PLANT-02,2024-09,100,EA,261,1,SYN-01,SYN-1005-001,0001
MAT-1005,PLANT-02,2024-10,100,EA,261,1,SYN-01,SYN-1005-002,0001
MAT-1005,PLANT-02,2024-11,100,EA,261,1,SYN-01,SYN-1005-003,0001
MAT-1005,PLANT-02,2024-12,100,EA,261,1,SYN-01,SYN-1005-004,0001
MAT-1005,PLANT-02,2025-01,100,EA,261,1,SYN-01,SYN-1005-005,0001
MAT-1005,PLANT-02,2025-02,100,EA,261,1,SYN-01,SYN-1005-006,0001
MAT-1005,PLANT-02,2025-03,100,EA,261,1,SYN-01,SYN-1005-007,0001
MAT-1005,PLANT-02,2025-04,100,EA,261,1,SYN-01,SYN-1005-008,0001
MAT-1005,PLANT-02,2025-05,100,EA,261,1,SYN-01,SYN-1005-009,0001
MAT-1005,PLANT-02,2025-06,100,EA,261,1,SYN-01,SYN-1005-010,0001
MAT-1005,PLANT-02,2025-07,100,EA,261,1,SYN-01,SYN-1005-011,0001
MAT-1005,PLANT-02,2025-08,100,EA,261,1,SYN-01,SYN-1005-012,0001
MAT-1005,PLANT-02,2025-09,100,EA,261,1,SYN-01,SYN-1005-013,0001
MAT-1005,PLANT-02,2025-10,100,EA,261,1,SYN-01,SYN-1005-014,0001
MAT-1005,PLANT-02,2025-11,100,EA,261,1,SYN-01,SYN-1005-015,0001
MAT-1005,PLANT-02,2025-12,100,EA,261,1,SYN-01,SYN-1005-016,0001
MAT-1005,PLANT-02,2026-01,100,EA,261,1,SYN-01,SYN-1005-017,0001
MAT-1005,PLANT-02,2026-02,100,EA,261,1,SYN-01,SYN-1005-018,0001
MAT-1005,PLANT-02,2026-03,100,EA,261,1,SYN-01,SYN-1005-019,0001
MAT-1005,PLANT-02,2026-04,100,EA,261,1,SYN-01,SYN-1005-020,0001
MAT-1005,PLANT-02,2026-05,100,EA,261,1,SYN-01,SYN-1005-021,0001
MAT-1005,PLANT-02,2026-06,100,EA,261,1,SYN-01,SYN-1005-022,0001
MAT-1005,PLANT-02,2026-07,100,EA,261,1,SYN-01,SYN-1005-023,0001
MAT-1005,PLANT-02,2026-08,100,EA,261,1,SYN-01,SYN-1005-024,0001
MAT-1006,PLANT-03,2024-09,100,EA,261,1,SYN-01,SYN-1006-001,0001
MAT-1006,PLANT-03,2024-10,100,EA,261,1,SYN-01,SYN-1006-002,0001
MAT-1006,PLANT-03,2024-11,100,EA,261,1,SYN-01,SYN-1006-003,0001
MAT-1006,PLANT-03,2024-12,100,EA,261,1,SYN-01,SYN-1006-004,0001
MAT-1006,PLANT-03,2025-01,100,EA,261,1,SYN-01,SYN-1006-005,0001
MAT-1006,PLANT-03,2025-02,100,EA,261,1,SYN-01,SYN-1006-006,0001
MAT-1006,PLANT-03,2025-03,100,EA,261,1,SYN-01,SYN-1006-007,0001
MAT-1006,PLANT-03,2025-04,100,EA,261,1,SYN-01,SYN-1006-008,0001
MAT-1006,PLANT-03,2025-05,100,EA,261,1,SYN-01,SYN-1006-009,0001
MAT-1006,PLANT-03,2025-06,100,EA,261,1,SYN-01,SYN-1006-010,0001
MAT-1006,PLANT-03,2025-07,100,EA,261,1,SYN-01,SYN-1006-011,0001
MAT-1006,PLANT-03,2025-08,100,EA,261,1,SYN-01,SYN-1006-012,0001
MAT-1006,PLANT-03,2025-09,100,EA,261,1,SYN-01,SYN-1006-013,0001
MAT-1006,PLANT-03,2025-10,100,EA,261,1,SYN-01,SYN-1006-014,0001
MAT-1006,PLANT-03,2025-11,100,EA,261,1,SYN-01,SYN-1006-015,0001
MAT-1006,PLANT-03,2025-12,100,EA,261,1,SYN-01,SYN-1006-016,0001
MAT-1006,PLANT-03,2026-01,100,EA,261,1,SYN-01,SYN-1006-017,0001
MAT-1006,PLANT-03,2026-02,100,EA,261,1,SYN-01,SYN-1006-018,0001
MAT-1006,PLANT-03,2026-03,100,EA,261,1,SYN-01,SYN-1006-019,0001
MAT-1006,PLANT-03,2026-04,100,EA,261,1,SYN-01,SYN-1006-020,0001
MAT-1006,PLANT-03,2026-05,100,EA,261,1,SYN-01,SYN-1006-021,0001
MAT-1006,PLANT-03,2026-06,100,EA,261,1,SYN-01,SYN-1006-022,0001
MAT-1006,PLANT-03,2026-07,100,EA,261,1,SYN-01,SYN-1006-023,0001
MAT-1006,PLANT-03,2026-08,100,EA,261,1,SYN-01,SYN-1006-024,0001
MAT-1007,PLANT-04,2024-09,100,EA,261,1,SYN-01,SYN-1007-001,0001
MAT-1007,PLANT-04,2024-10,100,EA,261,1,SYN-01,SYN-1007-002,0001
MAT-1007,PLANT-04,2024-11,100,EA,261,1,SYN-01,SYN-1007-003,0001
MAT-1007,PLANT-04,2024-12,100,EA,261,1,SYN-01,SYN-1007-004,0001
MAT-1007,PLANT-04,2025-01,100,EA,261,1,SYN-01,SYN-1007-005,0001
MAT-1007,PLANT-04,2025-02,100,EA,261,1,SYN-01,SYN-1007-006,0001
MAT-1007,PLANT-04,2025-03,100,EA,261,1,SYN-01,SYN-1007-007,0001
MAT-1007,PLANT-04,2025-04,100,EA,261,1,SYN-01,SYN-1007-008,0001
MAT-1007,PLANT-04,2025-05,100,EA,261,1,SYN-01,SYN-1007-009,0001
MAT-1007,PLANT-04,2025-06,100,EA,261,1,SYN-01,SYN-1007-010,0001
MAT-1007,PLANT-04,2025-07,100,EA,261,1,SYN-01,SYN-1007-011,0001
MAT-1007,PLANT-04,2025-08,100,EA,261,1,SYN-01,SYN-1007-012,0001
MAT-1007,PLANT-04,2025-09,100,EA,261,1,SYN-01,SYN-1007-013,0001
MAT-1007,PLANT-04,2025-10,100,EA,261,1,SYN-01,SYN-1007-014,0001
MAT-1007,PLANT-04,2025-11,100,EA,261,1,SYN-01,SYN-1007-015,0001
MAT-1007,PLANT-04,2025-12,100,EA,261,1,SYN-01,SYN-1007-016,0001
MAT-1007,PLANT-04,2026-01,100,EA,261,1,SYN-01,SYN-1007-017,0001
MAT-1007,PLANT-04,2026-02,100,EA,261,1,SYN-01,SYN-1007-018,0001
MAT-1007,PLANT-04,2026-03,100,EA,261,1,SYN-01,SYN-1007-019,0001
MAT-1007,PLANT-04,2026-04,100,EA,261,1,SYN-01,SYN-1007-020,0001
MAT-1007,PLANT-04,2026-05,100,EA,261,1,SYN-01,SYN-1007-021,0001
MAT-1007,PLANT-04,2026-06,100,EA,261,1,SYN-01,SYN-1007-022,0001
MAT-1007,PLANT-04,2026-07,100,EA,261,1,SYN-01,SYN-1007-023,0001
MAT-1007,PLANT-04,2026-08,100,EA,261,1,SYN-01,SYN-1007-024,0001
MAT-1009,PLANT-02,2024-09,100,EA,261,1,SYN-01,SYN-1009-001,0001
MAT-1009,PLANT-02,2024-10,100,EA,261,1,SYN-01,SYN-1009-002,0001
MAT-1009,PLANT-02,2024-11,100,EA,261,1,SYN-01,SYN-1009-003,0001
MAT-1009,PLANT-02,2024-12,100,EA,261,1,SYN-01,SYN-1009-004,0001
MAT-1009,PLANT-02,2025-01,100,EA,261,1,SYN-01,SYN-1009-005,0001
MAT-1009,PLANT-02,2025-02,100,EA,261,1,SYN-01,SYN-1009-006,0001
MAT-1009,PLANT-02,2025-03,100,EA,261,1,SYN-01,SYN-1009-007,0001
MAT-1009,PLANT-02,2025-04,100,EA,261,1,SYN-01,SYN-1009-008,0001
MAT-1009,PLANT-02,2025-05,100,EA,261,1,SYN-01,SYN-1009-009,0001
MAT-1009,PLANT-02,2025-06,100,EA,261,1,SYN-01,SYN-1009-010,0001
MAT-1009,PLANT-02,2025-07,100,EA,261,1,SYN-01,SYN-1009-011,0001
MAT-1009,PLANT-02,2025-08,100,EA,261,1,SYN-01,SYN-1009-012,0001
MAT-1009,PLANT-02,2025-09,100,EA,261,1,SYN-01,SYN-1009-013,0001
MAT-1009,PLANT-02,2025-10,100,EA,261,1,SYN-01,SYN-1009-014,0001
MAT-1009,PLANT-02,2025-11,100,EA,261,1,SYN-01,SYN-1009-015,0001
MAT-1009,PLANT-02,2025-12,100,EA,261,1,SYN-01,SYN-1009-016,0001
MAT-1009,PLANT-02,2026-01,100,EA,261,1,SYN-01,SYN-1009-017,0001
MAT-1009,PLANT-02,2026-02,100,EA,261,1,SYN-01,SYN-1009-018,0001
MAT-1009,PLANT-02,2026-03,100,EA,261,1,SYN-01,SYN-1009-019,0001
MAT-1009,PLANT-02,2026-04,100,EA,261,1,SYN-01,SYN-1009-020,0001
MAT-1009,PLANT-02,2026-05,100,EA,261,1,SYN-01,SYN-1009-021,0001
MAT-1009,PLANT-02,2026-06,100,EA,261,1,SYN-01,SYN-1009-022,0001
MAT-1009,PLANT-02,2026-07,100,EA,261,1,SYN-01,SYN-1009-023,0001
MAT-1009,PLANT-02,2026-08,100,EA,261,1,SYN-01,SYN-1009-024,0001
MAT-1010,PLANT-03,2024-09,100,EA,261,1,SYN-01,SYN-1010-001,0001
MAT-1010,PLANT-03,2024-10,100,EA,261,1,SYN-01,SYN-1010-002,0001
MAT-1010,PLANT-03,2024-11,100,EA,261,1,SYN-01,SYN-1010-003,0001
MAT-1010,PLANT-03,2024-12,100,EA,261,1,SYN-01,SYN-1010-004,0001
MAT-1010,PLANT-03,2025-01,100,EA,261,1,SYN-01,SYN-1010-005,0001
MAT-1010,PLANT-03,2025-02,100,EA,261,1,SYN-01,SYN-1010-006,0001
MAT-1010,PLANT-03,2025-03,100,EA,261,1,SYN-01,SYN-1010-007,0001
MAT-1010,PLANT-03,2025-04,100,EA,261,1,SYN-01,SYN-1010-008,0001
MAT-1010,PLANT-03,2025-05,100,EA,261,1,SYN-01,SYN-1010-009,0001
MAT-1010,PLANT-03,2025-06,100,EA,261,1,SYN-01,SYN-1010-010,0001
MAT-1010,PLANT-03,2025-07,100,EA,261,1,SYN-01,SYN-1010-011,0001
MAT-1010,PLANT-03,2025-08,100,EA,261,1,SYN-01,SYN-1010-012,0001
MAT-1010,PLANT-03,2025-09,100,EA,261,1,SYN-01,SYN-1010-013,0001
MAT-1010,PLANT-03,2025-10,100,EA,261,1,SYN-01,SYN-1010-014,0001
MAT-1010,PLANT-03,2025-11,100,EA,261,1,SYN-01,SYN-1010-015,0001
MAT-1010,PLANT-03,2025-12,100,EA,261,1,SYN-01,SYN-1010-016,0001
MAT-1010,PLANT-03,2026-01,100,EA,261,1,SYN-01,SYN-1010-017,0001
MAT-1010,PLANT-03,2026-02,100,EA,261,1,SYN-01,SYN-1010-018,0001
MAT-1010,PLANT-03,2026-03,100,EA,261,1,SYN-01,SYN-1010-019,0001
MAT-1010,PLANT-03,2026-04,100,EA,261,1,SYN-01,SYN-1010-020,0001
MAT-1010,PLANT-03,2026-05,100,EA,261,1,SYN-01,SYN-1010-021,0001
MAT-1010,PLANT-03,2026-06,100,EA,261,1,SYN-01,SYN-1010-022,0001
MAT-1010,PLANT-03,2026-07,100,EA,261,1,SYN-01,SYN-1010-023,0001
MAT-1010,PLANT-03,2026-08,100,EA,261,1,SYN-01,SYN-1010-024,0001
MAT-1011,PLANT-04,2024-09,100,EA,261,1,SYN-01,SYN-1011-001,0001
MAT-1011,PLANT-04,2024-10,100,EA,261,1,SYN-01,SYN-1011-002,0001
MAT-1011,PLANT-04,2024-11,100,EA,261,1,SYN-01,SYN-1011-003,0001
MAT-1011,PLANT-04,2024-12,100,EA,261,1,SYN-01,SYN-1011-004,0001
MAT-1011,PLANT-04,2025-01,100,EA,261,1,SYN-01,SYN-1011-005,0001
MAT-1011,PLANT-04,2025-02,100,EA,261,1,SYN-01,SYN-1011-006,0001
MAT-1011,PLANT-04,2025-03,100,EA,261,1,SYN-01,SYN-1011-007,0001
MAT-1011,PLANT-04,2025-04,100,EA,261,1,SYN-01,SYN-1011-008,0001
MAT-1011,PLANT-04,2025-05,100,EA,261,1,SYN-01,SYN-1011-009,0001
MAT-1011,PLANT-04,2025-06,100,EA,261,1,SYN-01,SYN-1011-010,0001
MAT-1011,PLANT-04,2025-07,100,EA,261,1,SYN-01,SYN-1011-011,0001
MAT-1011,PLANT-04,2025-08,100,EA,261,1,SYN-01,SYN-1011-012,0001
MAT-1011,PLANT-04,2025-09,100,EA,261,1,SYN-01,SYN-1011-013,0001
MAT-1011,PLANT-04,2025-10,100,EA,261,1,SYN-01,SYN-1011-014,0001
MAT-1011,PLANT-04,2025-11,100,EA,261,1,SYN-01,SYN-1011-015,0001
MAT-1011,PLANT-04,2025-12,100,EA,261,1,SYN-01,SYN-1011-016,0001
MAT-1011,PLANT-04,2026-01,100,EA,261,1,SYN-01,SYN-1011-017,0001
MAT-1011,PLANT-04,2026-02,100,EA,261,1,SYN-01,SYN-1011-018,0001
MAT-1011,PLANT-04,2026-03,100,EA,261,1,SYN-01,SYN-1011-019,0001
MAT-1011,PLANT-04,2026-04,100,EA,261,1,SYN-01,SYN-1011-020,0001
MAT-1011,PLANT-04,2026-05,100,EA,261,1,SYN-01,SYN-1011-021,0001
MAT-1011,PLANT-04,2026-06,100,EA,261,1,SYN-01,SYN-1011-022,0001
MAT-1011,PLANT-04,2026-07,100,EA,261,1,SYN-01,SYN-1011-023,0001
MAT-1011,PLANT-04,2026-08,100,EA,261,1,SYN-01,SYN-1011-024,0001
MAT-1012,PLANT-01,2024-09,100,EA,261,1,SYN-01,SYN-1012-001,0001
MAT-1012,PLANT-01,2024-10,100,EA,261,1,SYN-01,SYN-1012-002,0001
MAT-1012,PLANT-01,2024-11,100,EA,261,1,SYN-01,SYN-1012-003,0001
MAT-1012,PLANT-01,2024-12,100,EA,261,1,SYN-01,SYN-1012-004,0001
MAT-1012,PLANT-01,2025-01,100,EA,261,1,SYN-01,SYN-1012-005,0001
MAT-1012,PLANT-01,2025-02,100,EA,261,1,SYN-01,SYN-1012-006,0001
MAT-1012,PLANT-01,2025-03,100,EA,261,1,SYN-01,SYN-1012-007,0001
MAT-1012,PLANT-01,2025-04,100,EA,261,1,SYN-01,SYN-1012-008,0001
MAT-1012,PLANT-01,2025-05,100,EA,261,1,SYN-01,SYN-1012-009,0001
MAT-1012,PLANT-01,2025-06,100,EA,261,1,SYN-01,SYN-1012-010,0001
MAT-1012,PLANT-01,2025-07,100,EA,261,1,SYN-01,SYN-1012-011,0001
MAT-1012,PLANT-01,2025-08,100,EA,261,1,SYN-01,SYN-1012-012,0001
MAT-1012,PLANT-01,2025-09,100,EA,261,1,SYN-01,SYN-1012-013,0001
MAT-1012,PLANT-01,2025-10,100,EA,261,1,SYN-01,SYN-1012-014,0001
MAT-1012,PLANT-01,2025-11,100,EA,261,1,SYN-01,SYN-1012-015,0001
MAT-1012,PLANT-01,2025-12,100,EA,261,1,SYN-01,SYN-1012-016,0001
MAT-1012,PLANT-01,2026-01,100,EA,261,1,SYN-01,SYN-1012-017,0001
MAT-1012,PLANT-01,2026-02,100,EA,261,1,SYN-01,SYN-1012-018,0001
MAT-1012,PLANT-01,2026-03,100,EA,261,1,SYN-01,SYN-1012-019,0001
MAT-1012,PLANT-01,2026-04,100,EA,261,1,SYN-01,SYN-1012-020,0001
MAT-1012,PLANT-01,2026-05,100,EA,261,1,SYN-01,SYN-1012-021,0001
MAT-1012,PLANT-01,2026-06,100,EA,261,1,SYN-01,SYN-1012-022,0001
MAT-1012,PLANT-01,2026-07,100,EA,261,1,SYN-01,SYN-1012-023,0001
MAT-1012,PLANT-01,2026-08,100,EA,261,1,SYN-01,SYN-1012-024,0001
MAT-1013,PLANT-02,2024-09,100,EA,261,1,SYN-01,SYN-1013-001,0001
MAT-1013,PLANT-02,2024-10,100,EA,261,1,SYN-01,SYN-1013-002,0001
MAT-1013,PLANT-02,2024-11,100,EA,261,1,SYN-01,SYN-1013-003,0001
MAT-1013,PLANT-02,2024-12,100,EA,261,1,SYN-01,SYN-1013-004,0001
MAT-1013,PLANT-02,2025-01,100,EA,261,1,SYN-01,SYN-1013-005,0001
MAT-1013,PLANT-02,2025-02,100,EA,261,1,SYN-01,SYN-1013-006,0001
MAT-1013,PLANT-02,2025-03,100,EA,261,1,SYN-01,SYN-1013-007,0001
MAT-1013,PLANT-02,2025-04,100,EA,261,1,SYN-01,SYN-1013-008,0001
MAT-1013,PLANT-02,2025-05,100,EA,261,1,SYN-01,SYN-1013-009,0001
MAT-1013,PLANT-02,2025-06,100,EA,261,1,SYN-01,SYN-1013-010,0001
MAT-1013,PLANT-02,2025-07,100,EA,261,1,SYN-01,SYN-1013-011,0001
MAT-1013,PLANT-02,2025-08,100,EA,261,1,SYN-01,SYN-1013-012,0001
MAT-1013,PLANT-02,2025-09,100,EA,261,1,SYN-01,SYN-1013-013,0001
MAT-1013,PLANT-02,2025-10,100,EA,261,1,SYN-01,SYN-1013-014,0001
MAT-1013,PLANT-02,2025-11,100,EA,261,1,SYN-01,SYN-1013-015,0001
MAT-1013,PLANT-02,2025-12,100,EA,261,1,SYN-01,SYN-1013-016,0001
MAT-1013,PLANT-02,2026-01,100,EA,261,1,SYN-01,SYN-1013-017,0001
MAT-1013,PLANT-02,2026-02,100,EA,261,1,SYN-01,SYN-1013-018,0001
MAT-1013,PLANT-02,2026-03,100,EA,261,1,SYN-01,SYN-1013-019,0001
MAT-1013,PLANT-02,2026-04,100,EA,261,1,SYN-01,SYN-1013-020,0001
MAT-1013,PLANT-02,2026-05,100,EA,261,1,SYN-01,SYN-1013-021,0001
MAT-1013,PLANT-02,2026-06,100,EA,261,1,SYN-01,SYN-1013-022,0001
MAT-1013,PLANT-02,2026-07,100,EA,261,1,SYN-01,SYN-1013-023,0001
MAT-1013,PLANT-02,2026-08,100,EA,261,1,SYN-01,SYN-1013-024,0001
MAT-1014,PLANT-03,2024-09,100,EA,261,1,SYN-01,SYN-1014-001,0001
MAT-1014,PLANT-03,2024-10,100,EA,261,1,SYN-01,SYN-1014-002,0001
MAT-1014,PLANT-03,2024-11,100,EA,261,1,SYN-01,SYN-1014-003,0001
MAT-1014,PLANT-03,2024-12,100,EA,261,1,SYN-01,SYN-1014-004,0001
MAT-1014,PLANT-03,2025-01,100,EA,261,1,SYN-01,SYN-1014-005,0001
MAT-1014,PLANT-03,2025-02,100,EA,261,1,SYN-01,SYN-1014-006,0001
MAT-1014,PLANT-03,2025-03,100,EA,261,1,SYN-01,SYN-1014-007,0001
MAT-1014,PLANT-03,2025-04,100,EA,261,1,SYN-01,SYN-1014-008,0001
MAT-1014,PLANT-03,2025-05,100,EA,261,1,SYN-01,SYN-1014-009,0001
MAT-1014,PLANT-03,2025-06,100,EA,261,1,SYN-01,SYN-1014-010,0001
MAT-1014,PLANT-03,2025-07,100,EA,261,1,SYN-01,SYN-1014-011,0001
MAT-1014,PLANT-03,2025-08,100,EA,261,1,SYN-01,SYN-1014-012,0001
MAT-1014,PLANT-03,2025-09,100,EA,261,1,SYN-01,SYN-1014-013,0001
MAT-1014,PLANT-03,2025-10,100,EA,261,1,SYN-01,SYN-1014-014,0001
